,0
656, Pumps| Valves| Backend| Fire protection| Business development management| Management| Product sales
657, Area Sales Management
658, planning| revenue| business| activities| streams| it| relationship| sales executive| customer| sr
659, MIS reporting| advertising agency| Online marketing| Social media| Corporate Communication| Account management| Revenue generation| Business Executive| Monitoring| Account planning
660, ERP| Succession Planning| MIS| Reports| Talent Management| Human Resources| HR Policies| Recruitment| Talent Acquisition
661, hive| apache| itil process| hadoop| big data| aws| core java
662,fitter|iti|mechanical
663, Inventory Management| Demand Planning| Supply Chain| Operations
664, Service Desk| Product Portfolio| Issue Resolution| Life Cycle| Software Support| Front End| Customer Centric
665, business development| e - commerce| sales executive| sales associate| sales officer| sales| field sales| mba fresher| fresher| new product development| channel sales
666, Pharma| Clinical research| Healthcare| Email| Microbiology| Senior Executive| Manager Quality Control| HRD| MSC| Recruitment
667, SQL| Windows| Project management| WCF| SSIS| microsoft| Application development| SSRS| IIS| JSON
668, website| facebook| online| Twitter| seo| internet| search engine optimisation
669, excel| Advanced Excel| macros
670, real estate| travel| affordable housing| field sales| communication skills| sales manager| sales management| go getter| team| presentable | Sales Manager
671, Business Analyst| Project Management| Barcode| RFID| GPS| Solution Design| IOT
672,Analyst|QA|Analyst|QA|Analyst|Analyst|QA|QA|Analyst|QA|QA|Analyst|QA|Analyst|Qa|Analyst|Analyst|QA|Analyst|QA|QA|Analyst|QA|Analyst|QA|QA|Analyst|QA|Analyst|Analyst|QA|Analyst|QA|Analyst|Analyst|QA|Analyst|QA|Analyst|QA|Analyst|QA|Analyst|QA|Analyst
673, Outbound| Medical| Technical support| Technical Support Associate| Email| Sales| US shift| Antivirus| Troubleshooting| Comp
674, Presales| Real Estate Sales| Residential Sales| Sales Executive Activities
675, sql| development| manual testing| performance testing| troubleshooting| sdlc| test cases| metrics| regression| defect tracking
676,ASIC|C|Axi|Sv|Ddr|SOC Verification|Perl|PCIE|TCL|UVM
677, react.js| node.js| python| Senior Software Developer| senior software engineer| aws
678, Layout design| Corel Draw| Web designing| Photoshop
679, quality analysis| qa| tech support| Technical Support| technical troubleshooting
680, Fortigate| Networking| Routing| Hyper - V| Dlp| Sophos| Windows| Virtualization| Switching| Firewall
681, CSS| NetBeans| MySQL| Javascript| PHP| HTML| JSON| LAMP| Codeigniter| Ajax
682, SQL| Linux| Windows| Change management| Information technology| Computer science| Coding| Android| Application development| Solution architecture
683, Mobile marketing| Linkedin| PPC| Email marketing| Social media| Brand Awareness| SEO| Digital marketing| Facebook| Analytics
684, Staffing| Business Development Manager| Service| Order management| English| Public relations| Business Analyst| Oracle| Business intelligence| Salesforce
685, Java
686, relationship manager| Client Onboarding| Equity Advisory| telesales| dealer| onboarding
687, Call Quality| Training Needs| ISO 9001| Feedback| Quality Analysis| Pareto Analysis| Continuous Improvement| Customer Satisfaction| Process Improvement Initiatives| Lean Six Sigma
688, BPO| Manpower Planning| Communication Skills| International Clients| OD| Human Resource Management| HR| Bulk Hiring| KPO| Recruitment
689, com| c#| development| c| software| testing| mca| it| vb| sql| asp net| coding| application| ui| design| asp.net| .net| vb net| pl| net| asp| applications
690, Investment banking| Balance Sheet| SQL| Oracle database| metadata| Analytical| Data quality| data mapping| User acceptance testing| Monitoring
691, English| pa| secretary| Written Communication| Personal Assistance| Powerpoint| ea| Verbal
692, tele - caller
693,bpo|fresher|Back Office|backend|non voice
694, XML| Javascript| Analytical| HTTP| jQuery| CSS3| JSON| UX| ExtJS| Visual Design
695, Business Development Management| Bd| Marketing| business development| Projects| business development manager| bdm| Tendering| Proposal
696, Photoshop| HTML| Wordpress| CSS3| bootstrap| Web technologies| html5| CSS
697, Illustrator| Photoshop| Brand building| Corporate marketing| Java| Graphic designing| Brand awareness| HTML| Adobe| MS Office Word
698, CAE| Preventive Maintenance| Corrective Maintenance| Aircraft Maintenance| Aerospace Engineering| Simulation| Electrical Engineering| Electronics Engineering
699, Java| SOA| TDD| SaaS| J2EE| Spring Boot| API| Algorithm| Data Structure
700, Communication Skills| Service Industry| Soft Skills| Customer Support| Email| Customer Experience| Escalations| Operations
701, environment| functional| operations| business| verbal communication| coaching| analytical skills
702, Inbound Process| voice| bpo| international bpo| customer care| Calling| Outbound Process| UK Shift| Customer Care Associate| voice process| Bpo Voice| us shift| Call Center| International Voice Process
703, Bcom| Accounting| Finance| Banking| Quick Books| Accountant| Bpo Non Voice| Bangalore| Payroll| US Accounting| Reconciliation| Book Keeping| Accounting Software| Peachtree
704, Project Administration| Coordination
705, Conceptualization| Architecting| Continuous improvement| SIDE| development| Front end| it
706, Technical Recruitment| IT Recruitment| C2H| HR| Screening| Talent Acquisition| Hiring| Sourcing| Interviewing| Referencing
707, Mba Finance| Auditing| Internal Audit| SOX| Audit Compliance| Compliance
708, jQuery| UI| HTML5| Javascript| Bootstrap| AJAX| CSS3
709, Developer| Javascript| XML| HTML| Ajax| jQuery| Photoshop| XHTML| Coding| Front end design
710, marketing| cold calling| business development| us market
711, Client coordination| Back office| Electronics| UPS| Sales Coordinator
712, Digital media| PHP| Recruitment| Bengali| LMS| Business administration| Content Editor| Journalism| Literature| Administration
713, Illustrator| Powerpoint| Tool design| Photoshop| Corel Draw| E-commerce| Web technologies
714, embedded c| Windows Driver Development| Device Driver Development| Device Drivers| Firmware Development| embedded development
715, English| MS Office| admin executive| Billing| Stock inventory| Writing| Office management| Management| Business Executive| Application
716, MVC| ASP.Net MVC
717, retail marketing| sales management| manager| pos| marketing collaterals| enquiry management| sales marketing| product promotion
718, planning| revenue| business| activities| streams| it| relationship| sales executive| customer| sr
719, Staffing| Assistant Manager HR| Apr| Technical recruitment| Manpower budgetingFuel| Building| Sharing| talent
720, Editing| proof reading| content writer| editor| Articles| Article Writing| Content Editor| Journalism| Mass Communication| Copywriter| Associate Editor| Sub Editor| English Writing| Research| Social Media
721, company secretary| Compliance| secretarial activities
722, dns| networking| windows troubleshooting| customer support| technical support| active directory| desktop troubleshooting| international voice process| windows server| cloud computing| exchange server| ccna| dhcp
723, l3| engineer| service engineer| technician| refrigerator| home appliances| electronics| appliances| team lead
724, customer support| support service| field support| team| management| supervisor| self motivated| continuous improvement| give| enthusiastic
725, Java EE| JMS| Core Java| JUnit| Weblogic| HTML| JPA| JSON| SOAP| SQL
726, team leader| team handling| Vendor Management| Recruiter| sourcing| Recruitment| Stakeholder Management
727, Adobe Forms| Data migration| interfaces| sap| Module pool| SEZ| adobe| ABAP| SRM| quality| java| SAP ABAP| oops| Ale| CRM
728, sales executive activities| selling| telesales| fixing appointments| sales executive| tele sales executive| tele caller| lead generation| cold calling| outbound calling
729, C| Python| Six Sigma| PMP| .NET| HTML| JavaScript| SQL| Oracle| assembly language| Real Time Operating Systems
730, Graphics| Simulation| Power management| Electronics| Hardware| Research| System analysis| Electricals
731, Angularjs| CSS| Core Java| DOM| Computer Science| Javascript| HTML| Spring| Ajax
732, sales engineer| Technical Sales| Sales Executive Activities
733, sales executive activities| selling| telesales| fixing appointments| sales executive| tele sales executive| tele caller| lead generation| cold calling| outbound calling
734, co ordination| team management| drafting| loans| online| coordination| quality
735, BPO| Outbound| Technical support| Sales
736, Java| Spring Boot| Web Services| Microservices
737,Sap Hana|SyBase
738, Abap| Training| Policies| Web UI| Solution Management| Service Request Management| Web Technologies
739, Illustrator| HTML| Web designing| Corporate identity| Social media| Javascript| Packaging| XHTML| Photoshop| DHTML
740, magento
741, Project Administration| Coordination
742, Networking| It Asset| Antivirus| Hardware Troubleshooting
743, Drupal| jQuery| C| Technical| Wordpress| Javascript| PHP| HTML| Web Development| Zend framework
744, secretary| executive assistant| ea
745, Direct Sales| Prospecting| IT Sales| Marketing| Sales Trainees| It Solution Sales| Lead Generation| Sales| International sales| Software sales| Business Development| Market Research
746, Project management| Project planning| Data extraction| Report writing| Lead generation| Technical Lead| Research| Supervisor| Proposal writing| Management
747, PPC| Email| Web analytics| Tools| Link exchange| Link building| SEO| Search engine optimization| Software services| Ideas
748, Business Analyst| C++| XML| JSP| PLSQL| Murex| Financial services| Comp| ASP.Net| .Net
749, Web development| Analytics| Healthcare| Software design| Monitoring| JIRA| Computer science| Backend| Inside sales| Cloud
750, Field Sales Executive| Budgeting
751, Java| Hibernate| Design Patterns| OOPS| MySQL| Javascript| MVC| Spring| SQL
752, Java| JavaJ2EE| JBPM| SQL
753, SQL| jQuery| Open source| development| css| level| cloud| scripting| GIT| NoSQL| Coding| cassandra| Agile| MongoDB| html| email| architecture
754, recruitment| screening| hr| senior management| hr recruiter| recruitment executive| talent acquisition| hiring| head hunting| staffing| HR Consulting| HR Consultant
755, Javascript| SQL| XML| server| css| technical| software| developing| HTML| tracking| database| web| Application development| net| programming| Ajax| development| DOM| solid| data integrity| Stored procedures| Reporting tools| application| applications
756, oracle sales
757, modeling| texturing| photoshop| lighting| inorganic| 3d studio max| animation
758,Product Management|Product Strategy|Sales Support|ROI|Product Development|Cost Benefit Analysis
759, Administration| Secretarial activities| Computer literate| Travel management| Scheduling| Forex| MS Office Powerpoint| Copyright| Agile| Administrative assistance
760, Relationship management| Relationship building| Client relationship| Training| Analytical skills| Process mapping| Standard operating procedures| Agile| Management| Visa processing
761, Customer Relationship| telecaller| Relationship Management| customer care officer| Telecalling| Cold Calling| telemarketing| customer support officer| Marketing| CRM| MAR| customer care executive
762, c#| customer service orientation| web services| team management| asp.net| .net framework| ms dynamics crm| sql server| javascript
763, Ground Staff Activities| Communication Skills| Cabin Crew Activities
764, Web technologies| Executive| Social media| Report writing| E-commerce| Business Development Executive| HTTP| Personality development| Web designing| Recruitment
765, Warehouse| Raw Material| Execution| SAP| Purchase Order| MRP| Supply Chain| Dispatch Planning
766, International marketing| Marketing strategy| Brand building| Outbound| Integrated marketing| consumer marketing| Analytical| Market assessment| Operations| Analytics
767, International marketing| Marketing strategy| Brand building| Outbound| Integrated marketing| consumer marketing| Analytical| Market assessment| Operations| Analytics
768,Java|Maven|GIT|Docker|MQ|Agile|Spring Framework|SQL Database|MongoDB|Devops
769, LLB| Compliance| Legal Head| Contract Management| Regulatory Compliance
770, Origin| Material handling equipments| Data management| MF| Shift Incharge| Time| Document control| closure| Monitoring| Logistics
771, Retail| marketing executive| distributors| customer profiling| sales strategy| SME| market research| Business Development| Operations| sales executive
772, Java| SOA| TDD| SaaS| J2EE| Spring Boot| API| Algorithm| Data Structure
773, direct marketing executive| Bancassurance| direct marketing| general insurance sales| insurance broking| sales marketing| life insurance| broking| securities| agency manager| branch banking| direct sales
774, QlikView| Data Visualization| Tableau| MS SQL Server| Business Analysis| Business Intelligence| Data Warehousing| Power Bi| Data Modeling| Alteryx
775, Interfaces| idocs| sap mm| problem solving
776, assembly language| Six Sigma| PMP| C| JavaScript| .NET| HTML| Oracle| Python| SQL
777, communication trainer| accent trainer| Accent| voice trainer| Training| Accent Training| voice coach| team leader| leading team| Team Leading| voice accent trainer
778, Sales| Marketing| Branding| Advertising| Promotions| Events| Corporate Sales| Team Handling| Entrepreneurship| management| creative| fresher| trainee| Communication Skills| Presentation Skills
779, MVC| ASP.Net| C#| JQuery| Software Development| Java| SQL| Web Technologies| Problem Solving| Java Script| J - Query| C#.
780, Senior Design Engineer| Retail| Excel| Stock management| Management
781, accounting functions| auditing| cma| ca| commerce| ipcc
782, communication skills| international voice process
783, ajax| jquery| developing| google| open source| database| mysql| object oriented programming| programming| applications
784,Architect|interior|Interior|Architects|Interior|Interior|Architect|Interior|Architect|Interior|interior|Architect|Interior|Interior|Interior|architect|Architect|Interior|Architect|Interior|Interior|Architect|Interior|Architect|Interior|Architect|Interior|ARCHITECT|INTERIOR|Interior|Architect|Interior|INTERIOR|Architect|Interior
785, Swift| Mobile applications| IOS| C| application| design| mobile| developer
786, macros| data analysis| vba| Coding| data mining| process optimization| reporting| Python| SQL
787, BPO| Customer Service| voice process| voice support| Calling| Domestic BPO| customer care| Service Sales| call center| customer support
788, IT services| Automation| data governance| Team Leader| Financial services
789, Analytics
790, Troubleshooting| Helpdesk| PHP| software| configuration| Gap analysis| Software implementation| Automotive| Front end| PDF| application| Data collection| Business process analysis| support
791, Computer skills| Soft| Beauty| BASIC
792,Network Planning|Core Java|Capacity Management|Networking|Weblogic|PLSQL|WSDL|Oracle|Web Services
793, Java| Hibernate| RDBMS| OOPS| Javascript| Struts| J2EE| Webservices| Spring| Data Structure| SDLC
794, Ansys| thermal| MATLAB| System design| Recruitment| MCCB| Electricals
795, Test Manager| Bi| Ab Initio| Test Lead| Data Warehousing| ETL Testing
796, Merchandising| Buyer Activities| Follow Ups| Vendor| purchase| vendor development| tracking
797, VMware| citrix xenapp| DNS| Windows| Network management| Troubleshooting| RAID| DHCP
798, Outbound| Antivirus| Technical support| Technical Support Associate| process| Sales| Inbound calls| US shift| Comp
799, Shortlisting| Hiring| Interviewing| Recruitment| HR| Follow Ups| Database Management| MS Office| power point
800, building materials| COLLECTION| lifestyle products| key account mgmt| home decor| business development| b2c sales| construction materials| lifestyle| NEW CLIENT ACQUISITION| PROJECT SALES| SALES
801, Nursing| NICU| Medical | patient care| Nurse
802, sales management| sales strategy| customer relationship| communication skills| customer service| Sales Coordination
803, Relationship management| Relationship building| Client relationship| Training| Analytical skills| Process mapping| Standard operating procedures| Agile| Management| Visa processing
804, design| c++| development| C| developing| HTML| ios| offshore| application| MySQL| JavaScript| developer| applications
805, access controls| Technology| Asset Management| Intellectual Property| Vendor Management| CRM
806, BPO| Service| Technical support| Issue| top| Inbound calls| Inbound voice process| Bonus| Software
807, Sales| Management| Sales management| Educational sales
808, Layout design| Corel Draw| Web designing| Photoshop
809, photoshop| animation| modeling| proactive| texturing| inorganic| skills| 3d studio| 3d studio max| good communication skills
810, Customer profitability| Receivable management| Education| Relationship building| Transportation| Service| Monitoring| Key accounts
811,Life Sciences|medical|health|pharma|Phd|research|publications
812, Product placement| Market research| Distributor handling| Business Development Executive| Customer service| Customer Service Executive| Secondary sales| Supervision
813, Sales Management| Marketing| Client Retention| Business Development| Market Analysis| Market Research| Business Growth| Region| New Product| Engineering Services| BDE| business development manager
814, Company Secretary| International Taxation| Accounting| Finance| Inter Passed| Secretarial Activities| Gst| Ca
815, Key Accounts| Manpower Utilization| Property Management| Operations| maintenance| Facility Management
816, documents| computer skills| technical writer| team| reading| excellent communication| detailed| word
817, Audit| Risk Management| Compliance| Internal Audit| Internal Control| Audit Manager
818, Analytical| Consulting| Product management| SAS| Analytics| Computer science| Operations research| Econometrics| Field operations| Business analytics
819, Head Operations| Service| Penetration| Sales strategy| Industrial sales| Market segmentation| Regional Head| Payment collection| Market| Sales Executive
820, Recruitment| HR| Human Resource Management| Personnel| Administration
821, Service| Technical support| Issue| Technical| Inbound calls| Bonus| Software
822, PHP| Wordpress| Opencart| Magento| Laravel| CI| Technical Skills| Communication Skills
823, c++| development| gaming| C| software| HTML| ios| opengl| iphone| design| MySQL| JavaScript
824, travel sales consultant| amadeus| travel sales
825, Army| Navy| Security| Administration| Electricals| Maintenance| Estate Management
826, CSS| Wordpress| MySQL| Javascript| PHP| HTML| JQuery| SEO| Ajax| Hosting
827, Data analysis| Project management| Brand marketing| Market research| Management| microsoft| Marketing communication| Research analysis| Monitoring
828, packaging design| Counter sales| Packaging
829, Gem| Tendering
830, Windows System Administration| windows system admin| windows system administrator
831, project support| Banking| Maya| E-commerce| big data
832, Photoshop| Graphics| Animation| Maya| Fine arts| Project management| CGI| Animator| 3D| Graphic designing
833, layout| visualization| digital media| graphic design| html| illustration| tools| part time
834, pharmaceutical| medical| Pharma| medical billing| healthcare
835, Drupal| Linux| MySQL| Python| Consulting| Procurement| Monitoring| Front end| Backend| Django
836, operations| process management| TOEFL| banking process| communication skills| customer experience| ms office
837, Financial reporting| Due diligence| Data analysis| Accounting| International finance| Banking
838, Facility Management
839, Architecture| Windows Server| Subject Matter Expertise| Architectural Design| Active Directory
840, TECHNICAL SALES| OIL AND GAS| AUTOMOBILE| TEXTILE| PHARMA| FLOW MEASURING INSTRUMENTS
841, embedded c| Windows Driver Development| Device Driver Development| Device Drivers| Firmware Development| embedded development
842, CATIA| AutoCAD| Pressure vessels| Mechanical| Primavera| PSCAD
843, Design Engineer
844, Outbound| Night shift| Service| English| process| Technical| Technical support| Inbound calls| Voice process| Group
845, Microstrategy| Unix| Business Intelligence| Linux| Data Visualization| Business Objects| Data Modeling| ETL| Analytics| DB
846, back office processing| BPO| part time| data entry| computer operator| backend| non voice| chat process| account| marketing| inbound process
847, C| Woocommerce| Magento| Wordpress| MySQL| PHP| Shopify| JQuery| Web Development| Ajax
848, accent| auditing| soft skills| training needs| customer service| process compliance
849, pharmaceutical| medical| Pharma| medical billing| healthcare
850, Telerik| C#.Net| Process Streamlining| Technical Lead| Selenium| Functional
851, International Call Center| Technical Support| Maintenance| Communication Skills| PC Hardware| Technician Activities| Social Media| Analytical Ability| Soft Skills| Customer Satisfaction
852, Outbound| Antivirus| Comp| Technical support| Technical Support Associate| technical sales associate| Sales| Technical Associate| Voice support| Inbound calls
853, Call Quality| Training Needs| ISO 9001| Feedback| Quality Analysis| Pareto Analysis| Continuous Improvement| Customer Satisfaction| Process Improvement Initiatives| Lean Six Sigma
854, Design engineering| EPC| Engineering Design| Civil design
855, tds| Accounting| mis| audit| salary processing| Account Management| payroll
856, Technical Support Executive| Electrical engineering
857, chat process| Non Voice| Non Voice Process| BPO Fresher| Fresher| International BPO
858, management consulting| b2b sales| recruitment| business consulting| client acquisition| business development| client onboarding| corporate sales
859, Angularjs| CSS| Responsive Web Design| Javascript| Bootstrap| HTML| JSON| JQuery| Web Development| Grunt
860, Front Desk| Reception| front office executive| receptionist front office
861, Sales Executive| Cold calling| market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy
862, Multithreading| HTML| Windows| c#| development| application| service| ASP.Net| net
863, Management accounting| Accounting| VAT| Book Keeping| SAGE| Tax returns
864, project management| product management| business reporting| problem solving| user experience| mobile banking| communication skills
865, SAS| MIS| Financial services| Automation| Analytical| Cognos| Business strategy| Information management| Information technology| Data extraction
866, Senior management| MIS reporting| Building| Training| Management| Risk| Vice President| Focus| Trade| Associate Vice President
867, MCSE| Database| Support Engineer
868, biotechnology| microbiology| nursing| biomedical| medical coding| medical coder| pharmacy| life sciences
869, Javascript| Application development| Python| Maven| development| css| DOM| software| JSON| nosql| spring| database| Version control| GIT| java| automation| RDBMS| Analytical| developer| api| mongodb
870, Analytical skills| Administration| Networking| Head Operations| Project management| Office administration| Budget management| MS Office| Stakeholder management| Monitoring
871, Wireless| Network Infrastructure| QOS| WAN| VPN| Solarwinds| Network Support| Call Manager| Cisco Networking| Switching
872, CSS| jQuery| MySQL| Javascript| HTML| Web Development| Laravel| Codeigniter
873, Design Engineer
874, XML| Agile| Product management| Maven| Test planning| HTTP| JSON| Selenium| Test cases
875, Training Needs| Soft Skills| Accent| HR| Feedback| Coaching| Customer Service| Process Compliance
876, Analytics
877, pa| executive secretary| company secretary| executive assistant| personal assistant| ea
878, channel sales management| channel partners| product positioning| strategy making| relationship building| audio| video| AV| crestron
879, spark| sql| big data| unix| data visualization| tableau| hadoop| python| hive
880, Bcom| Accounting| Finance| Banking| Quick Books| Accountant| Bpo Non Voice| Bangalore| Payroll| US Accounting| Reconciliation| Book Keeping| Accounting Software| Peachtree
881, Data Analysis| Data Analyst| reporting| Quality Control
882, Coaching| Football
883, Customer service| Healthcare| MIS| Diagnostics| Business planning| Supply chain| Procurement| Forecasting| Microbiology| Claims
884, MySQL| PHP| HTML| jQuery
885, Codeigniter| Laravel| Javascript| Ajax| JQuery| PHP| Html5| MVC| XML| Web Services
886, SAP SD| Analyst
887, RTOS| C| SoC| WLAN| Android| Linux| Device Driver| PCI| Firmware| ARM| Kernel
888, accounting| accounts payable| expenses| reconciliation| payments| invoicing| invoice processing| journal entries| payment processing
889, institutions| management| development executive| financial| academics| presentations| research| corporates
890, SQL| Oracle financials| WiFi| Staffing| PDF| Oracle BI| Solution design| Cloud| Doe| Oracle SQL
891, User research| Team leading| Front end| Quantitative research| Digital design| Interaction design| Subject matter expertise| Information architecture| Visual Design
892, Illustrator| Web designing| Photoshop| CSS| Web technologies| XML| Intranet| Business Executive
893, Consulting| Windows| Monitoring| Performance tuning| operational support| Testing tools| WebDynPro| Information technology| ABAP
894, lead generation| business development| corporate sales
895,Oracle IDAM|OIM|OAM
896, client acquisition| equity sales| demat sales| HNI Client Handling| HNI Sales| HNI Acquisition| New Client Acquisition
897, Product quality| 3D| 3D modeling| 3D Animator| Animator| Texturing| Conceptualization| Animation| 3D animation| Business Executive
898, Team Motivation| Team Leading| Sales| Target Achievement| Retail Sales
899, CSS| Heroku| Html5| MySQL| Javascript| Bootstrap| JSON| Spring Boot| JQuery| Ajax
900, chat process| Non Voice| Non Voice Process| BPO Fresher| Fresher| International BPO
901, b2b sales| key account management
902, assistant restaurant manager| restaurant manager
903, client acquisition| equity sales| demat sales| HNI Client Handling| HNI Sales| HNI Acquisition| New Client Acquisition
904, Business process| Training| Usage| Front end| GIT| Javascript| SVN| Testing
905, Presales| Instrumentation| Technical support| Tools| Middleware| Linux| Computer science| RTOS| Embedded Linux| embedded software development
906, Purchase Management
907, Wealth Management| Sales| Private Banking| Relationship Manager| Banking| BFSI Sales
908, GIS| ISO 27001| HR| information system| process| ISO 9001| Information security management| GIS software| Management| Edge
909, Marketing Manager| Pharma| Sensors| RTD| Sales| Lead generation| Automobile
910, hard goods| merchandiser| Buying House
911,networking|Network|Lead|Network|Lead|Network|Network|Lead|Network|networking|Lead|Leading|Network|Lead|Network|Lead|Network|Leading|Lead|Network|Network|Lead|Network|Lead|lead|Lead|Network|Network|Lead|Network|Network|Network|Lead|Networking|Lead|Lead|Network|Lead|Networking|Lead|Lead|Network|Network|Lead|Network|Networking|Lead|Lead|Lead|Lead|Network|Network|Lead
912, Media Planning| Digital Media
913, Recruitment| Fine arts| UPS
914,Tax Service Delivery|service delivery|international tax|compliance|consulting|tax returns|strategy|process quality
915, com| c#| development| c| software| testing| mca| it| vb| sql| asp net| coding| application| ui| design| asp.net| .net| vb net| pl| net| asp| applications
916, CATIA| AutoCAD| Pressure vessels| Mechanical| Primavera| PSCAD
917, CVS| ERP| Rest| middle east| Technical| Customization| E-commerce| CRM| Open| WHO
918, Javascript| SQL| XML| server| css| technical| software| developing| HTML| tracking| database| web| Application development| net| programming| Ajax| development| DOM| solid| data integrity| Stored procedures| Reporting tools| application| applications
919, Web technologies| PHP| SQL| CSS| MySQL| Wordpress| Javascript| HTML| SEO| Off-page optimization
920, Outbound| Technical support| process| Support| Inbound calls| employee referral| US shift| Bonus
921, General Manager Maintenance| Service| ISO| Printing| Stores| Technical support| Plant operations| Scheduling| Monitoring| Predictive maintenance
922, Java| java j2ee| Microservices| React.Js| Angularjs| Web Development| architect
923, Fixed Income| Client Reporting| Performance Reporting| Investment Banking
924, Inbound calls| Technical support| Target| process| Technical| Bonus| Business Executive
925, Customer relationship| Automobile| Proposal preparation| CRM strategy| Architecture| Database| Testing
926, hr| recruitment| recruiter| hiring| head hunting| leadership| mass hiring| volume hiring| bulk hiring| team leader| senior| tl| non it| it recruitment| technical hiring| it recruiter| bfsi| engineering| manufacturing| insurance| bpo| IT
927, Communication Skills| Detail Engineering| Material Handling| AutoCAD| Detailing| Design Engineering| Microstation| Bid Evaluation
928, CCNA| Scheduling| Relationship management| LAN| WAN| Service management| Computer science| Agile| Capacity management| External audit
929, Forklift| Crane Operator| Forklift Operator
930, Field Sales| Key Account Management| Concept Selling| Space Selling| Ad Space Selling
931, Performance Testing| Software Testing| Manual Testing| Quality Testing
932, sap| procurement| scm| material| sheetmetal| sheet metal| purchase| VD| vendor development| sourcing| BOP
933, GIS| ISO 27001| HR| information system| process| ISO 9001| Information security management| GIS software| Management| Edge
934, channel sales management| channel partners| product positioning| strategy making| relationship building| audio| video| AV| crestron
935, Analytics| Hospitality| Automation| Business solutions| Mobile technology| Operation Executive| Workflow management| Sales HR| Entrepreneur
936, Business analysis| Project Coordinator| Project planning| Management| Business Analyst| Conceptualization| Business Executive
937,HR|Manager|HR|Manager|HR|Manager|Manager|HR|Manager|Manager|HR|HR|Manager|Manager|HR|HR|Manager|Manager|HR|Manager|Manager|Manager|HR|HR|Manager|Manager|HR|Manager|HR|HR|Manager|HR|Manager|Manager|HR|HR|Manager|Manager|Manager|HR|Manager|HR|Manager|Manager|Manager|HR|HR|Manager|HR|HR|Manager|Manager|Manager|Manager|Manager|HR|HR|HR|Manager|HR|Manager|HR|Manager|HR|Manager|Manager|Manager|HR|HR|Manager|HR|HR|Manager|HR|Manager|HR|Manager|Manager|HR|HR|Manager|Manager|HR|Manager|HR|HR|HR|Manager
938, Social Networking| Industry Mapping| Real Estate| HR| Recruitment
939, Recruitment| HR| Human Resource Management| Personnel| Administration
940, Escalation management| Field Sales Executive| Sales achievement| Training| Insurance sales
941, Pay Per Click| Digital Marketing| Google AdWords| Search Marketing| PPC| Google Analytics| Internet Marketing| Web Analytics| Facebook| Marketing Initiatives
942, BPO| Outbound| English| Email| Inbound calls| Customer service| Troubleshooting| Technical support| Recruitment| Comp
943, Networking| Telecom| LAN| WAN| Bss| VPN| Wireless| Telecommunication| Costing| Visio
944, Training| Mail| Operations planning| Online branding| IT sales| Business Development Executive| Vendor| Business Executive| Analytics| WHO
945, GIS| ISO 27001| HR| information system| process| ISO 9001| Information security management| GIS software| Management| Edge
946, External Audit| Quality Engineering| ISO Documentation| Customer Quality| QA| Quality Assurance| Quality Systems| Auditing| internal audit| QA Manager
947, customer service| Non Voice
948, remediation| Assurance| US GAAP| Accounting| Revenue recognition| GAAP| IFRS| Financial services| Technical support| Auditing
949, pa| executive secretary| company secretary| executive assistant| personal assistant| ea
950, Excel| Sales| Conflict resolution| Analytical| Management Trainee| Power point presentation| MS Office
951, Inside Sales| Lead Generation| Cold Calling| New Business| Customer Service| Proposal Writing| Follow Ups| Sales Executive Activities| Communication Skills| Convincing Power
952, c++| qt| mysql
953,networking|Network|Lead|Network|Lead|Network|Network|Lead|Network|networking|Lead|Leading|Network|Lead|Network|Lead|Network|Leading|Lead|Network|Network|Lead|Network|Lead|lead|Lead|Network|Network|Lead|Network|Network|Network|Lead|Networking|Lead|Lead|Network|Lead|Networking|Lead|Lead|Network|Network|Lead|Network|Networking|Lead|Lead|Lead|Lead|Network|Network|Lead
954, Wireless| Cloud computing| OPEX| Automation| HVAC| Cloud| Sensors| Water system| Predictive maintenance| Quality management
955, project support| Banking| Maya| E-commerce| big data
956, English| PHP| XML| DOM| SOAP| Com| Web technologies| Written communication| Email| Time
957, customer service| customer complaints| technical services
958, Production| Drum and Dryer| Spray Dryer| Production manager| Production head| manufacturing| production manufacturing
959, CSS| jQuery| MySQL| Javascript| HTML| Web Development| Laravel| Codeigniter
960, HPLC| Senior Analyst
961, Graphic designing| Graphics| adobe creative suite| Architecture| MS Office| Business Executive
962, Test Scenarios| Test Data| Automation Testing| Integration Testing| Test Cases| Defect Reporting| Defect Tracking| Test Case Creation| Bug Tracking| System Testing| ISTQB
963,Network Planning|Core Java|Capacity Management|Networking|Weblogic|PLSQL|WSDL|Oracle|Web Services
964, Java| J2Ee| Spring| Web Services| Senior Java Developer| Hibernate
965, Gem| Tendering
966, international bpo| customer care| domestic| outbound process| sales process| Domestic BPO| bpo fresher| bpo executive
967, worldspan| travel sales consultants| galileo| amadeus| gds
968, Sales| Development| Marketing
969, VHDL| Verilog| Debugging| HDL| Timing closure| RF| FPGA| WiMax| WiFi| IPS
970, Communication Skills| Sales Administration| Admin Executive
971, Communication Skills| Import Purchase| Negotiation Skills| Vendor Development| Finished Products
972, Operations| Inventory Management| Vendor Management| Bhm| Hospitality| Front Office| Guest Relations| Hospitality Management| hotel management
