ID,Crawl Timestamp,Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
639,2019-08-06 02:37:24 +0000, Immediate opportunity For RedHat PAM or jBPM experience @ Hyd, Not Disclosed by Recruiter ,5 - 10 yrs, Java| JavaJ2EE| JBPM| SQL,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
640,2019-07-04 12:47:19 +0000,"QA Performance – Senior Engineer, Engineer", Not Disclosed by Recruiter, 4 - 6 Years,Performance Testing|Test Strategy|Performance Center|Test Planning|Test Estimation|JMeter|Defect Management|Test Cases|Test Case Design|QA,Programming & Design, Bengaluru,IT Software - QA & Testing,IT-Software / Software Services,Testing Engineer
641,2019-07-07 05:45:14 +0000, Sales & Business Development ( Marketing of Apartments & Villas ), Not Disclosed by Recruiter ,0 - 3 yrs, Business Development Manager| Marketing Manager| Real estate| English| CV| Business Executive| WHO| Mail,Corporate Sales,Bengaluru,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer
642,2019-07-06 19:16:30 +0000, Testing & Documentation, Not Disclosed by Recruiter ,2 - 7 yrs, Testing| C++| MATLAB| Automotive| Simulink| CGI| Infotainment| qml| 32 bit microcontrollers| HMI,Programming & Design,Bengaluru,IT Software - System Programming,"Semiconductors, Electronics",Software Developer
643,2019-07-06 12:17:40 +0000,," INR 2,00,000 - 4,00,000 PA. ",,,,,,,
644,2019-08-06 02:09:15 +0000, Technical Leader/technical Manager," 17,00,000 - 25,00,000 PA. ",5 - 10 yrs, python| orchestration| Linux| telecom domain| product development| design| vmware| openstack| shell scripting| ansible,Programming & Design,Bengaluru,IT Software - Telecom Software,"IT-Software, Software Services",Software Developer
645,2019-08-04 18:03:17 +0000, Relationship Manager - Mse_liabilities ( Kodambakkam )," 2,00,000 - 4,50,000 PA. ",1 - 6 yrs, Sales| Casa| Financial Services| Relationship Management| Insurance| Finance| Liabilities| Fixed Deposits| Banking| Business Development,Voice,Chennai,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
646,2019-07-05 11:32:24 +0000, Corporate Sales Manager / B2B Sales Manager," 3,00,000 - 6,00,000 PA. ",3 - 7 yrs, Institutional Sales| corporate sales| corporate selling| institutional selling| Direct Sales| channel sales| retail sales| B2B Sales,Institutional Sales,Mumbai,"Sales , Retail , Business Development","Wellness , Fitness , Sports, Beauty",Institutional Sales/Business Development Manager
647,2019-08-06 07:53:54 +0000, Sales Executive, Not Disclosed by Recruiter ,0 - 2 yrs, Due diligence| Brand building| Sales promotion| Sales Executive| Management,Retail Sales,Bengaluru,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales Executive/Officer
648,2019-07-05 17:02:56 +0000, Hiring For Account Assistant, Not Disclosed by Recruiter ,2 - 7 yrs, Auditing| Payroll| Risk management| Service| Recruitment| Staffing| Company Secretary| Accounts Executive| Commerce| Law,Accounts,Noida,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant
649,2019-08-04 03:55:13 +0000, BPO Jobs For Voice Process with Good Salary Call HR Sonal," 1,50,000 - 3,75,000 PA. ",0 - 3 yrs, Inbound Process| voice| bpo| international bpo| customer care| Calling| Outbound Process| UK Shift| Customer Care Associate| voice process| Bpo Voice| us shift| Call Center| International Voice Process,Voice,Pune,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
650,2019-07-05 08:57:44 +0000, QA Executive - Pharma Industry - Bavla -, Not Disclosed by Recruiter ,3 - 8 yrs, Manager Quality Assurance| Pharma| Regulatory affairs| QA| QA Executive,Production/Manufacturing/Maintenance,Ahmedabad,"Production , Manufacturing , Maintenance","Recruitment, Staffing",Quality Assurance/Quality Control Executive
651,2019-07-06 13:31:20 +0000, Operations Manager, Not Disclosed by Recruiter ,5 - 10 yrs, operations management| ops management| operations| operations manager| ops manager| loans operations| back office| Back Office Operations| backend operations,Operations,Delhi,"ITES , BPO , KPO , LPO , Customer Service , Operations","Banking, Financial Services, Broking",Operations Manager
652,2019-08-05 08:51:56 +0000," Easy Process in International BPO - No Target, No Sales, No Pressure"," 1,00,000 - 5,00,000 PA. ",0 - 5 yrs, bpo| call center executive| tcs| sutherland| call center| kpo| sales| fresher| voice process| inbound process| international call center| non voice| customer care executive,Voice,"Mumbai,Mumbai Suburbs","ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
653,2019-08-06 07:51:41 +0000, Cloud Technology Leader, Not Disclosed by Recruiter ,12 - 17 yrs, Networking| SQL| technical| software| tools| research| cloud| Outbound| NoSQL| ui| web| Application programming| devops| design| Monitoring| email| programming| architecture| mobile| Firewall| Computer science| saas| service| Virtualization| applications,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
654,2019-08-05 00:30:53 +0000, Assistant Manager Production, Not Disclosed by Recruiter ,3 - 5 yrs, AutoCAD| Production Management,Production/Manufacturing/Maintenance,Noida,"Production , Manufacturing , Maintenance","Recruitment, Staffing",Production Manager
655,2019-07-05 21:53:50 +0000, Manager - Analytics - Retail/ Ecommerce/ Telecom/ BFSI Domain, Not Disclosed by Recruiter ,6 - 8 yrs, Machine Learning| Analytics| Data Visualization| SQL| Statistics| Statistical Modeling| R| Solution Design| E| Sales| Proposals| Strategic Planning| Project Management,Analytics & BI,Bengaluru,Analytics & Business Intelligence,"Banking, Financial Services, Broking",Analytics Manager
656,2019-08-05 02:57:23 +0000," Software Engineer(backend,.net, MVC, Webapi)"," 2,00,000 - 7,00,000 PA. ",2 - 6 yrs, MVC| ASP.Net MVC,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
657,2019-07-04 20:37:40 +0000, Interior Designer," 3,50,000 - 5,00,000 PA. ",3 - 5 yrs, Sketchup| Design Development| REVIT| Concept Design| Photoshop| autocad| Interior Designing,Interior Design,Noida,"Architecture , Interior Design","Architecture, Interior Design",Interior Designer
658,2019-07-04 15:06:44 +0000, Recruiter, Not Disclosed by Recruiter ,1 - 6 yrs, Recruitment| Social Networking,HR/ Recruitment / IR,Gurgaon,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive
659,2019-08-04 02:41:37 +0000, Assistant Manager - Event Operations__mice Company," 2,75,000 - 4,00,000 PA. ",2 - 4 yrs, event production| Client Servicing| event operation| mice| events| conferences| event coordinator,Advertising,Gurgaon,"Marketing , Advertising , MR , PR , Media Planning","Advertising, PR, MR, Event Management",Events/Promotion Executive
660,2019-08-05 03:50:49 +0000, Finance & Commerce- Dean, Not Disclosed by Recruiter ,15 - 18 yrs, Counselor| Teaching| Mentor| Trainer| Advisor,University Level,Greater Noida,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Dean / Director
661,2019-08-05 04:55:47 +0000, Business Development Executive, Not Disclosed by Recruiter ,2 - 3 yrs, institutions| management| development executive| financial| academics| presentations| research| corporates,Retail Sales,"Bengaluru,Ahmedabad,Bengaluru / Bangalore,Chennai,Delhi,Mumbai","Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
662,2019-07-06 15:04:00 +0000, Executive/ Asst. Manager HR, Not Disclosed by Recruiter ,0 - 4 yrs, Staffing| Assistant Manager HR| Apr| Technical recruitment| Manpower budgetingFuel| Building| Sharing| talent,HR/ Recruitment / IR,Pune,"HR , Recruitment , Administration , IR","Oil and Gas, Energy, Power, Infrastructure",HR Manager
663,2019-07-04 23:07:34 +0000, Testing Engineer / Senior Testing Engineer, Not Disclosed by Recruiter ,2 - 6 yrs, Html5| Javascript| JQuery| Automation Testing| Android| SQL Database| Regression Testing| Test Scripts| Writing Test Cases| Test Engineering| Selenium| Mobile Testing| Test Plan Creation| Functional Testing| Manual Testing,Programming & Design,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Testing Engineer
664,2019-07-04 19:53:54 +0000, Front Office Receptionist, Best in the Industry ,2 - 3 yrs, Reception| Front Office| Receptionist Activities| Administration,Front Office/Customer Care,"Navi Mumbai,Thane,Mumbai (1) ,...More","Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Staff Function
665,2019-08-04 02:04:45 +0000, Opentext Documentum, Not Disclosed by Recruiter ,2 - 3 yrs, metadata| SAP| Debugging| Schema| Archiving| Outsourcing| Documentum| Operations| kofax,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
666,2019-08-05 07:23:48 +0000, Trainee Engineers, Not Disclosed by Recruiter ,0 - 2 yrs, design| c++| C| java| MySQL| JavaScript| HTML| javascript,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
667,2019-08-04 19:44:32 +0000,"Senior Engineer, ASIC SoC Verification / Emulation", Not Disclosed by Recruiter, 4 - 9 Years,ASIC|C|Axi|Sv|Ddr|SOC Verification|Perl|PCIE|TCL|UVM,System Design/Implementation/ERP/CRM, Hyderabad,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design",IT-Hardware & Networking,Functional Outside Consultant
668,2019-08-04 02:08:55 +0000," Staff Engineer, Analog/ RFI Design", Not Disclosed by Recruiter ,5 - 10 yrs, EMI| Communication Skills| EMC Design| Analog Design| Design Engineering| Personal Skills| Process Capability| Process Improvement| Cadence Virtuoso| Manufacturing Process,Engineering Design,Hyderabad,"Engineering Design , R&D","Semiconductors, Electronics",Design Engineer
669,2019-07-06 19:39:06 +0000, HR Executive, Not Disclosed by Recruiter ,2 - 5 yrs, Staffing| ESIC| Security management| Monitoring| Talent Acquisition Executive| Housekeeping management| Process documentation| Statutory compliance| Excel| Administration,HR/ Recruitment / IR,Bengaluru,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Executive
670,2019-07-06 23:10:02 +0000,," INR 2,00,000 - 4,00,000 PA. ",,,,,,,
671,2019-08-04 13:46:55 +0000, PHP Developer, Not Disclosed by Recruiter ,2 - 7 yrs, MySQL| PHP| HTML| jQuery,Programming & Design,Kolkata,"IT Software - Application Programming , Maintenance","Media, Entertainment, Internet",Software Developer
672,2019-07-06 15:49:33 +0000, RBEI _ Deputy Manager, Not Disclosed by Recruiter ,6 - 11 yrs, Risk management| Team management| MS Office| Management| Cost analysis| Payroll Compliance| Powerpoint| Consulting| Advisory,Voice,"Bengaluru,Hosur","ITES , BPO , KPO , LPO , Customer Service , Operations","Automobile, Auto Anciliary, Auto Components",Associate/Senior Associate -(Technical)
673,2019-08-05 18:48:19 +0000,, Not disclosed ,,Java|Developer|Java|Developers|Java|Developer|Java|Developer|Java|Java|Developer|Java|Developer|java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|java|Developer|java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developers|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Java|Developer|Java|Developers|Java|Developer|Java|Developer|Java|Developer|JAVA|Developer|Java|Developer|JAVA|Developer|Java|Developers|Java|Developer|Java|Developer|java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer|Java|Developer,,,,,
674,2019-08-06 03:06:16 +0000, Transhipment Manager, Not Disclosed by Recruiter ,10 - 15 yrs, Origin| Material handling equipments| Data management| MF| Shift Incharge| Time| Document control| closure| Monitoring| Logistics,Operations,"Hyderabad,Delhi","ITES , BPO , KPO , LPO , Customer Service , Operations","Automobile, Auto Anciliary, Auto Components",Operations Manager
675,2019-07-06 06:50:16 +0000, HR Recruiter- Bangalore," 2,00,000 - 3,50,000 PA. ",0 - 5 yrs, Social Networking| Industry Mapping| Real Estate| HR| Recruitment,HR/ Recruitment / IR,Bengaluru,"HR , Recruitment , Administration , IR","Real Estate, Property",Recruitment Executive
676,2019-07-04 13:11:25 +0000," MIS Executive,"," 1,00,000 - 1,75,000 PA. ",0 - 3 yrs, Excel| power point| ms excel| ms word| ms powerpoint| VLOOKUP| Content Filtering| SUMIF| countif,Admin/Maintenance/Security/Datawarehousing,"Greater Noida,Noida,Ghaziabad","IT Software - Systems , EDP , MIS","Consumer Electronics, Appliances, Durables",Management Information Systems(MIS)-Manager
677,2019-07-04 05:24:46 +0000, Data Management Developer - Ssis/ssrs, Not Disclosed by Recruiter ,3 - 6 yrs, SSIS| SSRS| Technical Training| Data Management| SQL| software development,Programming & Design,"Delhi NCR,Noida","IT Software - DBA , Datawarehousing","IT-Software, Software Services",Software Developer
678,2019-08-04 14:42:31 +0000, MAC Developer, Not Disclosed by Recruiter ,1 - 6 yrs, debugging| multithreading| mvc| c| version control| debugger| xcode| opengl| mac| cocoa| design| oops| developer| ipc,Programming & Design,"Ahmedabad,Ahmedabad","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
679,2019-08-04 02:04:54 +0000, Content Marketing Lead," 4,00,000 - 6,00,000 PA. ",1 - 5 yrs, Content Management| Content Marketing| Social Media| Digital Marketing| Social Media Marketing| seo,Marketing,Bengaluru,"Marketing , Advertising , MR , PR , Media Planning",Other,Marketing Manager
680,2019-08-06 04:40:53 +0000, Tele Sales Executive, Not Disclosed by Recruiter ,2 - 5 yrs, Tele Sales Executive,Sales Support,Mumbai,"Sales , Retail , Business Development","Recruitment, Staffing",Telesales/Telemarketing Executive/Officer
681,2019-07-05 02:16:58 +0000, Director - Procurement - Bpo/ites, Not Disclosed by Recruiter ,12 - 19 yrs, Procurement| Spend Analysis| Vendor Management| compliance| contract management,,Bengaluru,Top Management,"IT-Software, Software Services",CEO/MD/Director
682,2019-07-06 11:35:48 +0000, Urgent Requirement for _RPA Developer_dot net Developers @ Bangalore, Not Disclosed by Recruiter ,1 - 3 yrs, VBA| Macros| excel| Rpas| automation anywhere,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
683,2019-07-07 06:11:04 +0000, Backend Manager (Female) , Not Disclosed by Recruiter ,4 - 9 yrs, Backend Manager | Female| ms office| correspondence| english language| mail| typing speed| backend manager| internet surfing| word| excel powerpoint,,Delhi,"Executive Assistant , Front Office , Data Entry","Banking, Financial Services, Broking",Secretary/PA
684,2019-08-04 04:52:00 +0000, Opening For Relationship Executive a Vibgyor High- Yelahanka," 2,50,000 - 2,75,000 PA. ",1 - 3 yrs, educational marketing| admissions| enrollment| admission| student counselling,Retail Sales,Bengaluru,"Sales , Retail , Business Development","Education, Teaching, Training",Sales/Business Development Manager
685,2019-08-05 02:26:42 +0000, Hiring For Life Insurance- Bancassurance," 2,00,000 - 3,00,000 PA. ",0 - 4 yrs, direct marketing executive| Bancassurance| direct marketing| general insurance sales| insurance broking| sales marketing| life insurance| broking| securities| agency manager| branch banking| direct sales,Retail Sales,Pune,"Sales , Retail , Business Development",Insurance,Sales Executive/Officer
686,2019-08-05 01:07:45 +0000, Hiring For Banking Jobs - CASA Sales_hyderabad CTC upto 4 LPA," 1,75,000 - 4,00,000 PA. ",1 - 4 yrs, Saving Account| Sales| Casa| marketing executive| Sales Executive| Current Account| Sales Officer,Retail Sales,"Bengaluru,Chennai,Hyderabad","Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales Executive/Officer
687,2019-07-06 09:37:41 +0000, Cricket- Teacher, Not Disclosed by Recruiter ,5 - 7 yrs, Teaching| Educator| Counselor| Mentor| Trainer| Advisor,Life skills / ECA Teachers,Pune,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Sports / Physical Education Teacher
688,2019-07-04 04:12:51 +0000, Software QA Test Engineer," 4,00,000 - 9,00,000 PA. ",3 - 8 yrs, Test Engineering| Web Technologies| Functional Testing| Regression Testing| Unit Testing| Sanity Testing| User Acceptance Testing| Interface Testing| Smoke Testing,Programming & Design,"Mumbai,Chennai,Hyderabad,Chandigarh,Delhi,Gurgaon,Jaipur,Navi Mumbai,Trivandrum","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Testing Engineer
689,2019-07-04 05:09:36 +0000, Oracle Apps Technical Consultant - Ebs/r12 Modules, Not Disclosed by Recruiter ,7 - 10 yrs, Unix| Technical Consultant| PL - SQL| Oracle SOA| SQL| R12| Oracle SCM| XML| Oracle EBS| Oracle Reports| Oracle Forms,System Design/Implementation/ERP/CRM,Hyderabad,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Outside Technical Consultant
690,2019-07-05 17:03:35 +0000, Market Research Executive, Not Disclosed by Recruiter ,3 - 5 yrs, Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management,Marketing Research,"Noida,Gautam Budh Nagar,Noida","Marketing , Advertising , MR , PR , Media Planning","Recruitment, Staffing",Marketing Research Executive/Manager
691,2019-07-05 02:55:37 +0000, UI Developer - React.js & Node.js," 14,00,000 - 24,00,000 PA. ",5 - 8 yrs, javascript| html5| front end| Node.Js| React.Js| jQuery| ExtJS,Programming & Design,Pune (Yerwada) ,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
692,2019-08-04 18:10:54 +0000, Vacancy for Call Closers for Inbound Tech Support.. Spot Offer, Not Disclosed by Recruiter ,0 - 3 yrs, Issue| Spot| Inbound calls| Bonus| Software| Technical support| Night shift,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
693,2019-08-05 07:20:14 +0000, web Developer, Not Disclosed by Recruiter ,0 - 2 yrs, Web technologies| PHP| SQL| CSS| MySQL| Wordpress| Javascript| HTML| SEO| Off-page optimization,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","Education, Teaching, Training",Software Developer
694,2019-07-06 10:08:49 +0000,," INR 15,00,000 - 30,00,000 PA. ",,Network|Architect|Architect|Network|Architect|Network|Architect|architect|Network|Network|Architect|architect|Network|Architect|Network|Architect|Network|Architect|Architect|Network|Architect|Network|Architect|NETWORK|Architect|Architects|Networking|Network|Architect|Network|Architect|Network|Architect|Networking|Network|Architect|Network|Network|Architect|Network|Network|Architect|Network|Architect|Network|Architect|Network|Architect|Network|Architect|Architect|Network|Architect|Network|Network|Architect|Network|Architect|Architect|Networking|Network|Architect|Network|Architect|Network|architect|Network|Architect|Network|Architect|Network|Architect|Architect|Network|Network|Architect|Network|Architect|Network|Architect|Network|Architect|Network|Architect|Network|Architect,,,,,
695,2019-07-07 00:12:18 +0000, OPENING FOR AN EXPERIENCE TESTER @ SEAWOOD, Not Disclosed by Recruiter ,1 - 2 yrs, Test Scenarios| Test Data| Automation Testing| Integration Testing| Test Cases| Defect Reporting| Defect Tracking| Test Case Creation| Bug Tracking| System Testing| ISTQB,Programming & Design,"Mumbai,Navi Mumbai,Mumbai Suburbs",IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer
696,2019-08-06 04:48:42 +0000, RTL Design Engineer, Not Disclosed by Recruiter ,5 - 10 yrs, VHDL| Verilog| Debugging| HDL| Timing closure| RF| FPGA| WiMax| WiFi| IPS,Programming & Design,Bengaluru,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Recruitment, Staffing",Software Developer
697,2019-07-05 21:15:53 +0000, Secretary, Not Disclosed by Recruiter ,2 - 5 yrs, Front desk| Computer Operator| PGDCA| DCA,,Gurgaon,"Executive Assistant , Front Office , Data Entry","Education, Teaching, Training",Secretary/PA
698,2019-08-05 08:29:39 +0000, Php Developer, Not Disclosed by Recruiter ,1 - 4 yrs, Javascript| PHP| XML| ERP| css| technical| analytical| software| wordpress| cms| HTML| tools| coding| web| optimization| MySQL| design| debugging| Ajax| development| testing| Joomla| jQuery| CRM,Programming & Design,"Greater Noida,Noida","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
699,2019-08-04 13:07:24 +0000, Walk-in Freshers B.tech / B.E / EEE / ECE /EC / CS / EC," 1,25,000 - 1,75,000 PA. ",0 - 0 yrs, MCSA| bca| software| networking| mca| CCNA| telecommunication| system administrator| network administrator| mcse| diploma| electronics engineering| ec| hardware| freshers| network engineer| dns| windows| College| system admin| n+,Admin/Maintenance/Security/Datawarehousing,"Ghaziabad,Meerut,Noida","IT Software - Network Administration , Security",IT-Hardware & Networking,Technical Support Engineer
700,2019-08-05 11:58:50 +0000, Sr. Data Engineer Human Resources, Not Disclosed by Recruiter ,3 - 5 yrs, Unix| Maven| Automation| Linux| Data modeling| Infrastructure management| Agile| Application development| Apache| Information technology,Programming & Design,Bengaluru,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Software Developer
701,2019-07-05 04:59:18 +0000, Senior Security Engineer - Security Tools/vulnerability, Not Disclosed by Recruiter ,5 - 9 yrs, Applications Security| Security| Java| Vulnerability Assessment| Security Testing,Admin/Maintenance/Security/Datawarehousing,Pune,"IT Software - Network Administration , Security","IT-Software, Software Services",System Security
702,2019-08-05 12:21:39 +0000," Area Sales Manager.,,,", Not Disclosed by Recruiter ,10 - 15 yrs, Area Sales Management,Retail Sales,"Kolkata,Bhopal,Raipur","Sales , Retail , Business Development","Industrial Products, Heavy Machinery",Medical Representative
703,2019-08-04 23:22:03 +0000, Full Stack Architect, Not Disclosed by Recruiter ,12 - 20 yrs, Java| java j2ee| Microservices| React.Js| Angularjs| Web Development| architect,Programming & Design,Pune,IT Software - Other,"IT-Software, Software Services",Technical Architect
704,2019-08-05 03:40:52 +0000, Sr. QA Linux porting Engineer, Not Disclosed by Recruiter ,5 - 8 yrs, c| software| documents| level| testing| tools| tracking| quality| gis| automation| computer science| optimization| quality assurance| linux| design| scrum| handling| agile| publishing,Programming & Design,"Noida,Noida/Greater Noida",IT Software - QA & Testing,"Semiconductors, Electronics",Software Developer
705,2019-08-05 05:10:54 +0000, Quality Engineer, Not Disclosed by Recruiter ,3 - 7 yrs, QC| Quality control| Q.A| Inspection| Quality Engineer| Q.C.| Quality assurance| Quality| Testing,Programming & Design,"Bawal,Gurgaon",IT Software - QA & Testing,"Recruitment, Staffing",Software Developer
706,2019-07-05 12:58:53 +0000, iOS Developer, Not Disclosed by Recruiter ,1 - 5 yrs, C++| C| XML| Analytical| SMS| JSON| Project delivery| IOS| international clients| Business Executive,Programming & Design,Ahmedabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
707,2019-07-04 11:09:07 +0000, Dotnet Module Lead, Not Disclosed by Recruiter ,5 - 8 yrs, C| Web technologies| TDD| html5| Silverlight| Agile development| Unit testing| WPF| JIRA,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
708,2019-08-05 02:34:44 +0000, Advocate - Leading Real Estate Legal Advisor Company -, Not Disclosed by Recruiter ,2 - 7 yrs, Investigation| Advocate| Legal Advisor| Advisory,,Ahmedabad,"Legal , Regulatory , Intellectual Property","Recruitment, Staffing",Advisor/Outside Consultant
709,2019-08-06 09:03:10 +0000, Verification & Validation Engineer, Not Disclosed by Recruiter ,1 - 4 yrs, LIN| Canalyzer| Validation| Analytical Skills| UDS| Canoe| Automotive| verification,,Bengaluru,Other,Other,Other
710,2019-07-06 01:07:06 +0000, Urgent Opening for the Position of Sr.technical Consultant, Not Disclosed by Recruiter ,5 - 10 yrs, Switching| Juniper| WAN| Security,Admin/Maintenance/Security/Datawarehousing,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Support Engineer
711,2019-07-06 05:51:45 +0000, Mean Stack/full Stack Web Developer (male), Not Disclosed by Recruiter ,2 - 4 yrs, mongodb| node.js| angularjs| Javascript| html| css| Bootstrap| REST| SOAP,Programming & Design,Bengaluru,IT Software - Client/Server Programming,"IT-Software, Software Services",Software Developer
712,2019-07-06 05:27:29 +0000, Staff Nurse (ICU), Not Disclosed by Recruiter ,2 - 5 yrs, Staff Nurse| Nurses| EMERGENCY| CASUALTY| WARDS| GNM| PCBSC| Healthcare| ICU,Medical Professional,Mumbai,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Nurse
713,2019-07-04 12:10:18 +0000, Tcs Gurgaon is Hiring for Python Developers, Not Disclosed by Recruiter ,3 - 6 yrs, L3 Protocols| L2| Python| IP Networking| Microservices,Programming & Design,Gurgaon (Sector-63 Gurgaon) ,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
714,2019-07-05 17:08:53 +0000, Assistant General Manager-Maintenance, Not Disclosed by Recruiter ,15 - 18 yrs, General Manager Maintenance| Service| ISO| Printing| Stores| Technical support| Plant operations| Scheduling| Monitoring| Predictive maintenance,Production/Manufacturing/Maintenance,Noida,"Production , Manufacturing , Maintenance","Recruitment, Staffing",Service/Maintenance Engineer
715,2019-08-05 14:57:31 +0000, Graphic Designer, Not Disclosed by Recruiter ,3 - 6 yrs, Illustrator| Photoshop| Brand building| Corporate marketing| Java| Graphic designing| Brand awareness| HTML| Adobe| MS Office Word,Creative,Hyderabad,"Design , Creative , User Experience","Education, Teaching, Training",Graphic Designer
716,2019-08-06 04:05:43 +0000, Design Principal Communication Design, Not Disclosed by Recruiter ,10 - 14 yrs, Usage| Front end| Illustrator| Process improvement| Consulting| Agile| Design management| Photoshop| Adobe| Visual Design,Engineering Design,Bengaluru,"Engineering Design , R&D","IT-Software, Software Services",Design Engineer
717,2019-07-04 21:10:18 +0000, Manager - Sales & Marketing - Real Estate / Property Sales - Ahmedabad," 4,50,000 - 5,50,000 PA. ",5 - 10 yrs, prime| manager| sales| marketing| sales manager| marketing manager| business development| property sales| real estate sales| real estate| construction| property| developers| satellite,Corporate Sales,"Ahmedabad,Kadi,Kalol","Sales , Retail , Business Development","Real Estate, Property",Sales/Business Development Manager
718,2019-08-06 09:17:29 +0000, ECF3 _ Linux Test development, Not Disclosed by Recruiter ,2 - 5 yrs, UML| Perl| Python| White box testing| Automation testing| GIT| OOAD| Linux kernel| X86| Programming,Programming & Design,Bengaluru,IT Software - System Programming,"Automobile, Auto Anciliary, Auto Components",Team Lead/Technical Lead
719,2019-07-05 22:27:15 +0000, Openbsd Engineer, Not Disclosed by Recruiter ,3 - 5 yrs, Javascript| Java EE| Rest| JSON| XML| SOAP| Web Services| PHP| Open Source| Spring| FreeBSD| Linux,Programming & Design,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
720,2019-08-04 01:58:51 +0000, Company Secretary," 6,00,000 - 10,00,000 PA. ",0 - 5 yrs, company secretary| Compliance| secretarial activities,Senior Management,Kolkata,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Company Secretary
721,2019-08-05 00:08:46 +0000, IOS Developer, Not Disclosed by Recruiter ,3 - 4 yrs, Core Data| Cocoa Framework| Swift| Objective C| IOS| Cocoa Touch,Programming & Design,"Bengaluru,Hyderabad",IT Software - System Programming,"Medical, Healthcare, Hospitals",Software Developer
722,2019-07-06 05:28:38 +0000,, Not disclosed ,,HR|Manager|HR|Manager|HR|Manager|Manager|HR|Manager|Manager|HR|HR|Manager|Manager|HR|HR|Manager|Manager|HR|Manager|Manager|Manager|HR|HR|Manager|Manager|HR|Manager|HR|HR|Manager|HR|Manager|Manager|HR|HR|Manager|Manager|Manager|HR|Manager|HR|Manager|Manager|Manager|HR|HR|Manager|HR|HR|Manager|Manager|Manager|Manager|Manager|HR|HR|HR|Manager|HR|Manager|HR|Manager|HR|Manager|Manager|Manager|HR|HR|Manager|HR|HR|Manager|HR|Manager|HR|Manager|Manager|HR|HR|Manager|Manager|HR|Manager|HR|HR|HR|Manager,,,,,
